User_ID,Session_ID,Product_ID,Category_Name,Brand_ID,Event_Type,Timestamp,Device_Type,Traffic_Source,User_Region,User_Age_Group,Membership_Type,Session_Duration_sec,Time_Spent_On_Product_sec,Time_Since_Last_Event_sec,Event_Sequence_Order,Product_Price,Discount_Percent,Product_Rating,Review_Count,Stock_Status,Delivery_Option,Previous_Views,Previous_Cart_Additions,Previous_Purchases,Category_View_Count,Brand_Interaction_Count,Wishlist_Count,Cart_Abandonment_Rate,Purchase_Frequency,Average_Order_Value,Customer_Loyalty_Score,Click_Rate,Page_Scroll_Depth_Percent,Repeat_Visit_Count,Search_Frequency,Offer_Interaction_Count,Recommendation_Action
11544,52559,21932,Electronics,3228,Search_Click,2024-03-04 14:56:35,Mobile,Social_Media,East,25-34,Gold,3494,877,1078,47,44536.31,72.29,2.97,2750,In_Stock,Standard,58,6,10,34,32,26,0.409,0.657,28136.9,2.01,0.748,73.45,24,15,12,View
10550,56847,21112,Beauty,3408,Product_View,2024-01-17 16:13:59,Desktop,Search_Engine,North,25-34,Regular,3601,318,643,58,62506.31,57.51,3.57,4504,In_Stock,Standard,3,24,2,51,3,3,0.076,0.368,41921.92,63.9,0.86,83.38,31,10,3,View
15234,61234,20873,Beauty,3277,Product_View,2024-04-22 02:58:17,Tablet,Direct,South,35-44,Regular,3766,535,1738,12,70455.6,74.72,2.35,11369,In_Stock,Express,64,20,7,68,46,25,0.508,0.963,3998.38,61.42,0.213,71.19,33,32,1,Add_to_Cart
14664,60193,24588,Books,3018,Cart_Add,2024-05-16 20:40:25,Mobile,Social_Media,East,35-44,Regular,1691,623,339,59,92870.78,38.26,1.15,2943,Limited_Stock,Standard,62,1,16,63,4,21,0.455,0.472,5758.99,28.83,0.622,80.26,33,11,17,View
14015,50949,21562,Grocery,3756,Search_Click,2024-12-22 15:43:47,Desktop,Advertisement,Central,18-24,Silver,2124,488,632,6,24218.47,53.76,2.9,12727,Limited_Stock,Standard,8,19,25,40,42,28,0.082,0.618,12011.34,34.72,0.511,84.17,0,5,18,Add_to_Cart
14455,59761,25527,Footwear,3311,Wishlist_Add,2024-12-08 02:36:43,Mobile,Email,East,35-44,Silver,2564,232,1681,52,61660.15,44.58,3.23,3119,In_Stock,Standard,55,17,4,52,21,14,0.652,0.259,45163.2,4.71,0.452,76.15,17,3,15,View
15770,54937,24729,Books,3324,Purchase,2024-07-03 23:04:43,Tablet,Advertisement,East,25-34,Regular,616,558,613,34,20941.24,20.77,1.94,12281,In_Stock,Standard,20,21,21,30,24,26,0.646,0.346,52318.39,61.24,0.904,36.43,23,23,7,Add_to_Cart
15734,52054,25409,Books,3047,Search_Click,2024-03-06 07:29:26,Desktop,Search_Engine,West,18-24,Regular,1444,30,1181,19,26086.77,23.22,2.28,11727,In_Stock,Standard,67,18,1,27,43,21,0.846,0.143,37051.11,50.97,0.863,60.81,2,15,9,View
15454,61198,24458,Toys,3530,Product_View,2024-08-18 08:40:28,Desktop,Direct,West,25-34,Gold,2680,475,1520,13,5726.15,24.72,3.85,5074,In_Stock,Standard,7,4,23,39,39,19,0.889,0.126,16518.74,16.82,0.853,27.82,16,7,4,View
11713,50194,25561,Toys,3713,Product_View,2024-04-10 14:53:29,Desktop,Social_Media,West,25-34,Premium,2723,87,963,7,83214.96,70.66,2.66,3636,In_Stock,Express,49,24,31,59,18,12,0.787,0.28,24369.6,90.03,0.218,70.54,0,9,1,Add_to_Cart
13241,58934,25015,Electronics,3500,Wishlist_Add,2024-08-27 22:43:49,Desktop,Advertisement,North,25-34,Premium,4953,346,1318,11,90938.78,46.83,2.79,6784,In_Stock,Express,67,3,23,64,49,6,0.757,0.318,20466.08,24.11,0.051,89.15,26,10,18,View
11363,57305,20894,Furniture,3765,Wishlist_Add,2024-06-30 14:18:13,Mobile,Search_Engine,Central,45-54,Silver,4055,774,143,40,69099.52,69.13,3.58,8886,In_Stock,Standard,6,4,29,15,39,22,0.577,0.68,54181.95,39.87,0.043,86.01,37,23,7,View
14894,52960,22685,Electronics,3192,Product_View,2024-09-14 10:31:56,Mobile,Search_Engine,South,45-54,Regular,2070,127,249,14,44809.7,59.47,3.97,14545,In_Stock,Express,27,21,4,33,36,25,0.386,0.63,5183.15,97.89,0.163,98.24,9,9,19,Add_to_Cart
11285,60456,21247,Grocery,3049,Wishlist_Add,2024-06-24 08:29:33,Desktop,Social_Media,Central,18-24,Silver,5149,661,933,2,65507.74,21.44,3.14,2940,In_Stock,Standard,59,20,14,42,11,22,0.993,0.208,37011.91,86.35,0.759,57.76,29,25,10,View
10887,58175,20747,Beauty,3094,Search_Click,2024-06-10 01:38:01,Mobile,Social_Media,West,25-34,Regular,3410,840,109,21,85747.66,15.91,3.6,2083,In_Stock,Standard,69,5,20,47,32,13,0.512,0.687,43396.33,89.78,0.645,64.3,0,9,18,Add_to_Cart
15855,61613,25244,Grocery,3749,Purchase,2024-07-25 23:37:52,Mobile,Email,Central,18-24,Gold,3307,358,553,5,84776.23,49.98,4.26,13930,Limited_Stock,Express,64,19,27,54,27,25,0.621,0.908,8355.82,89.15,0.256,73.89,4,2,10,Purchase
15319,52924,24054,Furniture,3734,Cart_Add,2024-09-03 03:23:14,Desktop,Email,North,18-24,Regular,2313,419,1201,23,15067.3,65.42,1.53,6792,In_Stock,Express,73,22,19,32,6,21,0.565,0.871,59556.07,58.71,0.95,28.95,37,31,7,Add_to_Cart
12259,61447,25099,Grocery,3167,Cart_Add,2024-11-15 14:29:29,Mobile,Search_Engine,East,18-24,Regular,681,774,1597,43,71014.08,30.94,1.66,2088,In_Stock,Standard,7,6,29,21,18,11,0.721,0.112,59746.99,34.59,0.728,98.35,13,12,14,View
14383,53240,24086,Books,3494,Product_View,2024-02-18 15:02:01,Tablet,Search_Engine,West,55+,Regular,1515,825,1096,25,10652.07,10.75,3.53,1824,In_Stock,Same_Day,74,18,19,0,15,7,0.38,0.03,31104.4,60.71,0.511,29.73,26,13,1,View
15812,53866,21007,Grocery,3254,Product_View,2024-09-19 03:50:26,Desktop,Email,South,45-54,Silver,1647,308,1260,6,84263.52,58.43,4.84,5513,In_Stock,Standard,46,11,4,42,30,25,0.416,0.747,39922.59,6.57,0.477,43.8,16,3,15,View
11786,58230,22741,Beauty,3057,Search_Click,2024-05-14 08:57:04,Desktop,Search_Engine,North,35-44,Premium,1629,451,210,22,71097.47,0.61,1.03,2957,Out_of_Stock,Express,72,23,25,68,22,25,0.982,0.144,36854.89,68.65,0.349,44.25,18,16,6,Add_to_Cart
14839,59891,24311,Home_Appliances,3006,Search_Click,2024-12-15 22:16:40,Desktop,Direct,Central,25-34,Regular,4091,355,1203,19,48693.28,18.82,2.17,4125,In_Stock,Express,61,10,31,60,33,28,0.705,0.766,23851.58,10.1,0.118,50.51,8,29,4,Add_to_Cart
13544,54567,24323,Home_Appliances,3238,Cart_Add,2024-11-25 02:42:54,Mobile,Direct,South,18-24,Regular,3168,495,686,55,56502.7,44.91,2.13,6770,In_Stock,Standard,16,23,30,7,12,18,0.854,0.399,24732.25,85.35,0.95,28.53,28,21,18,Add_to_Cart
15602,56596,20891,Furniture,3733,Cart_Add,2024-02-23 10:24:07,Mobile,Search_Engine,South,18-24,Gold,3826,612,1181,33,63126.11,44.81,1.62,1263,In_Stock,Express,4,21,20,27,39,1,0.995,0.426,59620.99,96.38,0.714,7.2,31,30,3,View
15143,55610,22492,Fashion,3224,Cart_Add,2024-07-02 12:47:21,Desktop,Social_Media,West,18-24,Gold,1113,215,1380,20,6624.01,7.7,3.01,11136,In_Stock,Standard,15,18,22,10,10,19,0.034,0.896,50934.24,48.96,0.338,91.8,29,0,3,Add_to_Cart
10296,53214,22877,Books,3590,Product_View,2024-01-05 21:32:41,Mobile,Direct,East,25-34,Regular,1831,761,516,43,63110.8,73.26,3.53,12651,In_Stock,Express,45,12,28,55,41,27,0.141,0.718,2388.38,16.91,0.834,77.74,23,4,15,Purchase
12054,55109,21632,Grocery,3020,Search_Click,2024-02-03 21:04:31,Mobile,Search_Engine,North,35-44,Premium,2756,287,425,46,3741.71,55.27,3.47,11661,In_Stock,Standard,75,11,21,45,23,29,0.346,0.622,21966.69,24.56,0.803,19.94,20,3,11,Add_to_Cart
12598,51784,23704,Grocery,3777,Product_View,2024-03-17 00:05:43,Mobile,Email,Central,35-44,Silver,3630,471,391,14,37517.59,54.24,4.86,74,In_Stock,Express,33,14,29,16,34,10,0.449,0.639,50129.59,11.71,0.838,92.93,34,29,17,Add_to_Cart
10681,60159,22027,Furniture,3204,Cart_Add,2024-05-09 19:14:40,Tablet,Advertisement,Central,35-44,Premium,4674,725,874,52,21638.67,29.48,2.14,8369,In_Stock,Standard,36,12,18,21,7,12,0.881,0.828,45046.52,38.79,0.012,61.67,29,1,13,View
15988,58295,25557,Furniture,3142,Cart_Add,2024-06-14 02:40:00,Mobile,Direct,North,25-34,Regular,3990,592,421,56,12010.03,30.65,3.18,12301,In_Stock,Standard,61,15,25,58,2,8,0.096,0.915,1197.8,47.51,0.205,30.53,25,6,4,Add_to_Cart
14891,55831,24108,Electronics,3376,Product_View,2024-08-30 04:02:37,Mobile,Search_Engine,North,25-34,Gold,1966,550,1507,34,5303.92,18.16,1.29,13581,In_Stock,Standard,8,3,21,16,5,23,0.217,0.324,20808.14,66.7,0.013,5.06,21,7,17,View
14299,55832,25242,Toys,3407,Search_Click,2024-08-16 09:43:33,Tablet,Direct,South,55+,Regular,208,385,447,25,2984.75,71.17,3.63,10200,Out_of_Stock,Standard,71,19,7,35,6,29,0.0,0.885,54186.24,76.66,0.623,76.03,7,0,1,Add_to_Cart
10325,50042,23323,Electronics,3080,Wishlist_Add,2024-02-25 01:57:09,Mobile,Social_Media,East,25-34,Gold,5370,130,811,48,17473.75,37.84,4.37,7311,Limited_Stock,Express,87,13,0,14,2,9,0.862,0.749,16049.08,67.13,0.199,29.51,33,4,19,View
12292,61187,25670,Grocery,3210,Product_View,2024-02-19 21:50:33,Mobile,Direct,East,45-54,Regular,3533,297,624,32,33960.58,3.81,4.77,3655,In_Stock,Express,58,20,19,31,4,23,0.02,0.187,39927.78,52.86,0.084,24.81,28,1,17,View
14423,61411,25400,Home_Appliances,3768,Purchase,2024-12-26 01:33:34,Mobile,Direct,West,18-24,Regular,1567,356,1372,58,23466.27,10.62,3.24,14598,In_Stock,Standard,77,12,7,38,28,23,0.119,0.243,33742.79,72.24,0.946,31.36,39,34,6,Add_to_Cart
10987,56210,20742,Electronics,3312,Cart_Add,2024-11-09 23:15:20,Mobile,Search_Engine,Central,45-54,Regular,3309,552,1628,1,28245.53,9.73,3.79,17,In_Stock,Express,36,20,7,13,31,8,0.181,0.522,667.28,56.03,0.613,13.11,12,15,2,View
13119,61183,25457,Furniture,3377,Search_Click,2024-03-21 13:27:32,Desktop,Direct,Central,35-44,Silver,296,596,1389,19,43953.25,41.06,4.35,12276,In_Stock,Express,86,0,1,44,20,12,0.688,0.683,57094.01,2.9,0.901,6.62,7,3,19,View
10761,61562,23009,Toys,3040,Cart_Add,2024-07-17 13:05:10,Desktop,Email,North,18-24,Silver,4041,78,19,52,25843.82,29.95,4.39,8666,Limited_Stock,Same_Day,13,21,30,43,19,12,0.539,0.059,1103.3,32.97,0.112,19.31,5,14,11,View
13694,51062,21977,Fashion,3353,Cart_Add,2024-11-05 20:33:24,Mobile,Email,West,18-24,Regular,633,252,1140,9,58213.28,33.5,2.13,7720,In_Stock,Standard,2,7,7,37,18,21,0.411,0.063,38184.86,7.57,0.743,16.99,9,29,12,Ignore
11037,60742,23663,Toys,3453,Search_Click,2024-04-01 23:09:35,Mobile,Search_Engine,East,18-24,Regular,5201,562,363,27,19698.77,52.38,3.61,4058,In_Stock,Express,24,4,8,4,10,25,0.508,0.123,2500.79,1.75,0.031,15.51,25,31,2,Ignore
10907,59869,25421,Sports,3423,Search_Click,2024-08-30 09:57:37,Mobile,Social_Media,East,25-34,Silver,1351,84,346,51,21573.82,63.07,4.76,10762,In_Stock,Express,82,6,32,55,48,13,0.961,0.979,57654.57,4.1,0.21,68.78,12,26,14,Add_to_Cart
15500,53690,23801,Toys,3714,Cart_Add,2024-12-27 14:57:08,Desktop,Direct,East,25-34,Gold,619,607,1511,48,24203.96,66.26,4.74,13328,In_Stock,Standard,78,16,24,57,38,16,0.216,0.51,35165.73,39.47,0.118,88.69,3,13,3,Add_to_Cart
10365,57596,23572,Footwear,3086,Cart_Add,2024-12-24 20:25:34,Desktop,Search_Engine,West,25-34,Regular,3472,814,77,53,88974.44,60.03,1.75,12813,In_Stock,Standard,52,13,0,0,16,11,0.072,0.576,56033.68,27.22,0.399,34.22,2,5,6,View
13414,56808,22912,Toys,3555,Product_View,2024-06-01 02:18:11,Mobile,Direct,West,25-34,Regular,3828,362,717,40,63563.73,50.17,4.69,14338,In_Stock,Standard,88,21,9,56,12,27,0.022,0.05,35933.51,8.01,0.947,15.02,16,7,19,View
15341,53998,23085,Fashion,3236,Cart_Add,2024-11-07 01:47:40,Tablet,Direct,North,45-54,Regular,2618,232,1253,50,30735.44,58.17,4.74,3394,Limited_Stock,Standard,22,0,16,47,30,22,0.052,0.388,34757.78,66.17,0.338,71.77,32,10,9,View
15745,50326,25486,Fashion,3415,Product_View,2024-06-28 07:41:46,Tablet,Search_Engine,South,18-24,Regular,2894,218,337,48,69644.85,60.26,3.22,12875,In_Stock,Standard,30,0,24,24,37,21,0.302,0.519,34622.78,42.76,0.268,15.72,13,17,13,View
11070,57206,25839,Toys,3582,Wishlist_Add,2024-07-24 10:44:39,Mobile,Social_Media,West,45-54,Regular,3867,333,494,12,79206.18,50.62,1.85,4808,In_Stock,Express,20,14,20,40,49,5,0.303,0.234,27816.74,41.94,0.492,53.91,22,24,3,View
14370,51121,20774,Home_Appliances,3356,Wishlist_Add,2024-02-14 11:54:07,Mobile,Social_Media,East,45-54,Regular,4734,524,396,30,87915.53,49.96,1.21,8239,In_Stock,Standard,66,1,2,49,28,6,0.155,0.465,12120.17,10.9,0.353,49.75,7,4,5,Ignore
12256,50108,22145,Beauty,3643,Product_View,2024-02-13 18:20:18,Desktop,Search_Engine,West,18-24,Gold,4201,43,551,31,7497.23,71.32,1.77,3339,In_Stock,Same_Day,75,19,5,49,15,15,0.883,0.283,20749.38,8.42,0.019,69.21,26,8,3,Ignore
15981,60871,20993,Toys,3644,Product_View,2024-12-18 21:40:48,Mobile,Search_Engine,South,25-34,Gold,2101,336,401,39,79782.54,25.19,1.54,4447,In_Stock,Express,83,9,7,67,24,28,0.393,0.349,17062.38,56.79,0.697,68.52,7,14,5,Add_to_Cart
13687,56295,21839,Fashion,3248,Wishlist_Add,2024-11-24 08:30:49,Mobile,Email,West,35-44,Regular,5397,592,1238,31,80009.1,32.79,1.77,7872,In_Stock,Express,5,12,16,46,9,14,0.295,0.515,9493.59,99.61,0.652,16.58,13,20,8,View
14220,55194,25981,Fashion,3667,Product_View,2024-06-24 19:49:10,Desktop,Search_Engine,East,55+,Silver,3487,309,209,26,77859.12,53.85,4.89,9806,Limited_Stock,Standard,21,8,22,28,8,5,0.97,0.981,43710.66,0.79,0.836,65.63,27,31,6,View
13082,57225,23814,Grocery,3742,Cart_Add,2024-08-16 16:49:27,Tablet,Social_Media,North,45-54,Silver,5214,343,1658,49,48101.15,15.25,1.65,13048,In_Stock,Express,78,1,19,63,20,21,0.822,0.35,34653.21,85.43,0.226,8.52,39,13,1,View
15449,58527,24908,Electronics,3601,Product_View,2024-02-19 02:02:21,Tablet,Search_Engine,West,35-44,Gold,4311,337,1535,42,85482.02,47.03,3.11,4667,Out_of_Stock,Standard,85,4,16,2,42,7,0.132,0.778,7946.03,26.11,0.769,20.0,8,6,4,View
13259,52040,23322,Home_Appliances,3229,Product_View,2024-09-28 09:53:01,Mobile,Direct,East,45-54,Regular,763,816,53,5,62403.14,74.51,1.94,10234,In_Stock,Standard,9,3,34,15,41,14,0.403,0.138,4204.9,7.46,0.336,63.52,7,27,4,View
15788,50804,23843,Footwear,3539,Product_View,2024-06-22 12:11:35,Desktop,Direct,West,55+,Gold,4005,351,1628,32,37345.76,71.72,1.3,11941,Limited_Stock,Standard,32,14,10,51,32,13,0.075,0.128,39604.38,69.72,0.837,92.58,21,2,14,Add_to_Cart
12108,60041,23254,Beauty,3361,Product_View,2024-07-02 13:40:53,Mobile,Social_Media,North,45-54,Silver,3593,670,558,51,34896.87,20.35,1.97,8796,In_Stock,Standard,87,10,28,65,24,1,0.059,0.049,42348.81,3.12,0.852,90.76,6,34,16,Add_to_Cart
12934,50767,21876,Sports,3750,Purchase,2024-01-16 10:38:59,Tablet,Search_Engine,Central,18-24,Gold,3089,287,1158,38,72646.22,19.21,3.75,9291,In_Stock,Same_Day,82,8,16,14,29,29,0.603,0.194,42821.03,71.3,0.851,38.77,8,32,1,View
12830,53528,23238,Home_Appliances,3175,Product_View,2024-02-10 22:28:10,Mobile,Direct,East,35-44,Regular,1106,459,1113,49,80825.67,8.31,1.79,8422,In_Stock,Express,75,16,23,19,22,20,0.113,0.031,41704.38,99.72,0.418,50.75,0,7,0,Add_to_Cart
10442,52307,20004,Grocery,3374,Search_Click,2024-05-17 04:43:15,Mobile,Social_Media,East,25-34,Regular,475,206,825,56,21379.0,23.74,1.58,12695,Limited_Stock,Standard,67,2,4,27,29,23,0.299,0.271,53239.24,15.89,0.859,65.19,31,24,3,View
15337,61022,25583,Sports,3061,Wishlist_Add,2024-09-27 23:55:24,Mobile,Search_Engine,West,45-54,Premium,1920,258,1785,25,79167.09,42.94,1.41,1222,In_Stock,Standard,2,4,13,21,34,7,0.977,0.311,14989.3,16.76,0.526,79.3,4,22,4,Ignore
15007,51489,20165,Toys,3170,Product_View,2024-03-08 11:15:21,Mobile,Direct,Central,18-24,Silver,3342,801,418,14,63096.01,74.62,1.59,11274,In_Stock,Standard,41,24,3,2,48,29,0.905,0.962,23988.23,71.62,0.368,63.88,24,22,9,Add_to_Cart
15122,54130,24440,Toys,3507,Cart_Add,2024-02-27 05:32:18,Tablet,Advertisement,East,45-54,Silver,2374,289,129,3,65445.68,26.74,1.13,6205,Limited_Stock,Standard,3,18,4,14,33,6,0.769,0.271,9798.06,9.5,0.847,56.09,5,21,5,Ignore
11560,61759,21898,Grocery,3775,Product_View,2024-09-27 14:27:15,Mobile,Search_Engine,East,25-34,Silver,3497,576,243,4,1663.57,73.48,1.74,3981,In_Stock,Standard,60,2,12,2,26,20,0.974,0.481,32205.6,72.01,0.425,13.32,29,18,14,View
11742,52374,25225,Fashion,3414,Search_Click,2024-06-15 20:43:51,Mobile,Social_Media,Central,35-44,Regular,5016,670,547,9,67506.57,62.81,4.67,9137,In_Stock,Same_Day,86,9,9,19,30,0,0.653,0.529,15349.58,5.09,0.075,77.27,6,15,1,Ignore
15831,59029,25434,Home_Appliances,3116,Wishlist_Add,2024-11-11 13:06:44,Mobile,Advertisement,West,18-24,Regular,4250,644,728,2,12871.45,57.64,4.99,3062,In_Stock,Express,78,21,19,7,41,3,0.458,0.625,29838.91,38.63,0.498,86.45,7,20,7,Add_to_Cart
10626,53310,23241,Beauty,3175,Wishlist_Add,2024-12-10 03:11:33,Desktop,Social_Media,East,18-24,Regular,2422,803,1696,1,40098.2,56.4,3.96,6910,In_Stock,Standard,38,18,8,64,2,0,0.631,0.87,45488.15,43.27,0.037,35.08,14,21,2,View
13864,56835,22568,Furniture,3733,Wishlist_Add,2024-08-15 02:50:57,Mobile,Search_Engine,East,35-44,Gold,1541,52,975,42,81300.85,17.46,3.17,9213,In_Stock,Express,22,1,26,6,43,3,0.509,0.076,36564.53,39.44,0.833,30.37,18,34,6,View
11691,55736,25718,Electronics,3424,Purchase,2024-09-24 08:46:19,Mobile,Search_Engine,North,25-34,Gold,1524,212,1004,16,45818.77,5.89,1.26,5772,In_Stock,Standard,42,3,9,53,21,21,0.762,0.55,41452.19,66.86,0.544,26.88,37,33,15,View
15094,61805,23508,Grocery,3128,Purchase,2024-06-01 18:48:01,Mobile,Direct,South,45-54,Regular,3244,784,1015,46,78233.38,69.61,4.27,1470,In_Stock,Express,13,15,2,44,7,1,0.933,0.414,150.68,74.45,0.263,96.86,22,28,10,Ignore
12782,54835,22560,Sports,3489,Search_Click,2024-01-21 12:47:40,Mobile,Direct,East,45-54,Premium,4601,100,1158,2,86471.94,28.59,1.73,2090,In_Stock,Standard,83,14,34,53,34,16,0.195,0.375,31471.12,72.43,0.563,97.29,6,17,4,Purchase
10091,60984,21339,Beauty,3005,Product_View,2024-06-07 16:11:44,Desktop,Search_Engine,East,25-34,Premium,810,706,1622,33,93927.18,25.22,3.94,4782,In_Stock,Express,1,4,10,22,30,19,0.395,0.74,23502.27,40.01,0.68,51.18,20,10,3,View
13007,56991,24638,Furniture,3326,Product_View,2024-03-20 22:15:20,Mobile,Direct,East,35-44,Regular,3262,765,1333,51,88904.5,8.54,4.92,6317,In_Stock,Standard,89,3,23,10,38,16,0.93,0.129,34470.86,74.33,0.471,95.58,23,13,9,View
14303,53984,20613,Grocery,3698,Cart_Add,2024-02-14 05:43:10,Mobile,Direct,North,25-34,Regular,757,834,252,55,85160.89,28.61,4.28,12249,In_Stock,Same_Day,35,14,17,20,32,14,0.436,0.303,55205.35,38.83,0.027,18.92,39,21,6,View
11089,53769,24996,Home_Appliances,3172,Cart_Add,2024-09-24 01:15:14,Mobile,Email,Central,25-34,Silver,263,221,623,43,43592.97,60.98,3.45,768,Limited_Stock,Same_Day,25,24,21,24,24,13,0.949,0.639,28654.98,70.88,0.293,26.32,20,20,2,View
14612,51505,21885,Beauty,3199,Product_View,2024-03-10 09:47:45,Mobile,Direct,South,45-54,Premium,3855,590,1100,42,77440.85,43.9,1.75,2220,Limited_Stock,Standard,65,5,20,38,32,8,0.508,0.462,23575.72,33.21,0.473,14.36,21,4,12,View
11181,56794,24025,Electronics,3231,Product_View,2024-12-04 05:33:10,Desktop,Search_Engine,North,18-24,Regular,3484,830,449,13,55591.0,72.91,4.98,14118,In_Stock,Standard,62,4,20,3,35,19,0.78,0.647,39086.75,88.82,0.461,48.47,38,30,5,View
15889,52451,23135,Home_Appliances,3800,Cart_Add,2024-10-15 07:54:25,Desktop,Direct,South,25-34,Regular,1788,309,742,58,49077.8,68.02,1.39,8727,In_Stock,Standard,29,6,28,28,9,1,0.306,0.058,38419.19,41.61,0.262,61.07,23,1,5,View
11902,61237,21056,Footwear,3627,Search_Click,2024-04-15 08:40:50,Mobile,Search_Engine,West,25-34,Regular,4275,332,24,21,25034.9,24.63,3.98,5515,In_Stock,Standard,19,18,24,47,37,1,0.702,0.664,37919.29,99.02,0.632,56.45,5,9,19,Add_to_Cart
14491,52034,21623,Sports,3333,Product_View,2024-01-07 09:39:17,Mobile,Social_Media,East,35-44,Premium,5302,107,603,35,2623.14,63.7,2.11,13445,In_Stock,Standard,8,14,9,50,26,28,0.98,0.952,30905.81,2.73,0.684,24.36,31,16,2,View
15194,58003,23283,Furniture,3466,Search_Click,2024-12-02 06:25:13,Desktop,Advertisement,Central,35-44,Regular,3589,854,542,26,92778.16,59.97,1.06,9242,Limited_Stock,Standard,5,10,29,47,31,17,0.556,0.234,2665.43,38.41,0.896,85.23,17,19,17,Add_to_Cart
10187,59892,25583,Electronics,3424,Product_View,2024-03-07 15:32:07,Mobile,Search_Engine,South,25-34,Regular,584,821,1725,50,36792.02,9.6,2.31,6701,In_Stock,Express,31,24,26,12,30,6,0.59,0.444,38808.78,27.24,0.668,22.0,3,34,7,View
11598,56020,22611,Electronics,3313,Product_View,2024-12-18 06:42:28,Desktop,Search_Engine,East,25-34,Regular,4037,715,80,48,59082.18,4.13,3.62,1748,In_Stock,Standard,13,0,25,50,43,1,0.043,0.417,35160.38,96.42,0.141,78.26,3,11,3,View
13409,60473,23070,Home_Appliances,3523,Search_Click,2024-09-20 04:23:51,Desktop,Search_Engine,Central,35-44,Regular,972,846,306,10,48606.06,35.16,4.68,4806,Limited_Stock,Standard,64,14,21,22,4,10,0.588,0.382,47823.9,4.96,0.226,18.52,7,23,12,View
13748,51308,21256,Grocery,3424,Search_Click,2024-05-21 12:48:05,Tablet,Direct,East,35-44,Regular,1861,156,1190,52,70844.66,38.7,1.18,11536,In_Stock,Express,51,18,7,4,19,25,0.046,0.954,30592.73,61.54,0.036,89.97,30,33,12,Add_to_Cart
15688,60720,22661,Grocery,3616,Product_View,2024-10-27 06:43:45,Desktop,Social_Media,East,35-44,Gold,3587,88,729,4,22698.19,71.15,4.25,637,In_Stock,Standard,79,2,21,39,31,10,0.105,0.473,15084.45,71.61,0.803,8.83,20,30,12,Add_to_Cart
12671,50976,24225,Electronics,3175,Purchase,2024-12-06 02:37:55,Mobile,Search_Engine,Central,35-44,Regular,3274,622,876,2,22018.08,50.41,3.18,4305,In_Stock,Standard,25,6,17,2,32,6,0.584,0.462,24162.04,23.96,0.521,63.62,11,29,6,View
14826,60249,21043,Beauty,3374,Product_View,2024-12-07 12:51:57,Mobile,Advertisement,East,18-24,Silver,180,237,749,14,45358.26,27.95,2.93,9299,In_Stock,Standard,81,15,11,34,46,4,0.447,0.18,53714.26,83.78,0.833,72.31,6,21,2,Add_to_Cart
10240,60619,24453,Furniture,3632,Wishlist_Add,2024-10-18 13:56:40,Mobile,Social_Media,West,25-34,Silver,4309,354,523,42,2234.68,29.93,4.01,56,In_Stock,Express,35,7,28,37,48,29,0.253,0.09,38380.95,64.94,0.931,41.33,1,8,6,Add_to_Cart
12581,61867,21443,Fashion,3237,Product_View,2024-06-27 04:01:17,Desktop,Search_Engine,North,18-24,Regular,1149,571,1604,26,66155.01,38.1,1.94,5240,Limited_Stock,Standard,13,12,7,33,16,18,0.347,0.391,15110.7,80.8,0.124,11.48,0,11,16,View
14237,60621,23678,Beauty,3748,Search_Click,2024-01-17 20:55:56,Mobile,Direct,South,45-54,Premium,1872,787,101,19,78234.98,37.21,3.67,12888,In_Stock,Same_Day,17,5,20,59,8,4,0.907,0.499,34882.49,76.05,0.693,74.17,6,32,3,View
10139,54940,24177,Toys,3443,Cart_Add,2024-10-22 05:27:18,Desktop,Direct,Central,25-34,Regular,309,790,246,59,72796.81,70.65,2.25,3335,In_Stock,Standard,21,21,31,31,0,2,0.317,0.286,37865.4,89.81,0.154,22.97,18,19,14,View
12507,53734,23687,Toys,3038,Cart_Add,2024-12-13 15:25:03,Mobile,Direct,North,25-34,Gold,5123,882,1600,40,90728.01,16.68,3.54,14210,In_Stock,Express,12,14,26,24,34,8,0.29,0.919,8530.83,73.21,0.259,90.69,29,23,8,Add_to_Cart
14166,58552,21905,Sports,3784,Product_View,2024-10-29 15:05:49,Desktop,Social_Media,South,35-44,Regular,4556,319,96,34,38518.01,33.97,1.09,5189,In_Stock,Standard,34,6,22,18,1,27,0.623,0.013,49943.43,48.58,0.465,41.88,13,17,13,View
14481,52224,22714,Toys,3763,Product_View,2024-05-26 15:47:22,Mobile,Search_Engine,Central,18-24,Silver,2987,309,1583,52,14386.74,33.28,4.76,11279,In_Stock,Express,18,9,34,9,29,19,0.464,0.688,36670.26,82.57,0.477,77.34,12,2,7,Add_to_Cart
14726,50485,25238,Books,3539,Product_View,2024-08-30 07:38:09,Mobile,Direct,Central,35-44,Gold,1655,363,251,4,87176.98,61.02,4.65,568,Out_of_Stock,Standard,78,1,14,57,23,18,0.922,0.389,1359.83,28.98,0.036,70.59,6,29,19,View
12246,51429,21878,Fashion,3635,Cart_Add,2024-05-02 18:40:26,Mobile,Email,West,25-34,Premium,2211,378,780,24,34864.98,34.55,4.74,9732,Out_of_Stock,Express,33,12,11,48,8,1,0.029,0.865,3158.58,65.8,0.36,90.32,25,8,14,Add_to_Cart
